0.017567283,0.012469923,0.012469923,0.012469923,0.01333942,0.013514354,0.012469923,0.012914449,0.015354893,0.012469923,0.012469923,0.012469923,0.012469923,0.0125564,0.012469923,0.015120116,0.013045786,0.013176767,0.012824431,0.012469923,0.013104881,0.012469923,0.013425012,0.013609147,0.012469923,0.012636438,0.014241914,0.012469923,0.013509449,0.012492227,0.012469923,0.012469923,0.013080566,0.012553482,0.012469923,0.0128161255,0.012806133,0.013648158,0.012469923,0.01257558,0.013976204,0.012469923,0.014519869,0.012469923,0.013490497,0.012469923,0.012469923,0.012920293,0.013413994,0.012922354,0.012469923,0.013643109,0.012469923,0.012469923,0.012469923,0.014105649,0.013604432,0.012469923,0.012469923,0.013306344,0.012469923,0.012469923,0.012469923,0.012469923,0.0126028815,0.012469923,0.012469923,0.012469923,0.01442134,0.0139627755,0.012854767,0.012469923,0.012469923,0.012469923,0.014015515,0.012469923,0.012469923
0.012606444,0.015051542,0.012606444,0.012606444,0.012606444,0.0139748035,0.01430289,0.012606444,0.012606444,0.012606444,0.012715644,0.013469092,0.012606444,0.013099741,0.012606444,0.012792253,0.012727747,0.012606444,0.012606444,0.013230174,0.012606444,0.012825822,0.012606444,0.01298549,0.013423154,0.013976775,0.012606444,0.012606444,0.012606444,0.0145174945,0.012606444,0.0126588335,0.012606444,0.013237155,0.013508247,0.01269203,0.012606444,0.012606444,0.012606444,0.012606444,0.012606444,0.013465448,0.012606444,0.012606444,0.012606444,0.012606444,0.012606444,0.012606444,0.013124219,0.012606444,0.012606444,0.013819802,0.012606444,0.013166112,0.012606444,0.013034882,0.012606444,0.012764305,0.013158762,0.013238404,0.014700469,0.013517882,0.012606444,0.012606444,0.014521893,0.01274252,0.012606444,0.015708027,0.012606444,0.012606444,0.012606444,0.013144703,0.01319268,0.012606444,0.013126755,0.012606444,0.0129135875
0.012560732,0.012560732,0.015818667,0.012560732,0.012560732,0.012560732,0.012560732,0.012560732,0.012560732,0.012560732,0.012560732,0.013257781,0.012607503,0.012560732,0.013006211,0.012560732,0.013016577,0.01408965,0.013475155,0.012560732,0.013839306,0.01450137,0.012560732,0.012560732,0.012617435,0.012560732,0.012678885,0.013187408,0.012560732,0.012560732,0.013490449,0.01347495,0.012828551,0.012833524,0.013083436,0.014497991,0.012560732,0.013846725,0.012800056,0.013805691,0.012560732,0.01270937,0.01283015,0.012560732,0.012560732,0.012560732,0.012966168,0.012742101,0.013341599,0.012560732,0.012560732,0.012560732,0.012560732,0.012560732,0.013362437,0.013293339,0.012560732,0.015024623,0.012560732,0.012560732,0.013817948,0.014001677,0.013876258,0.012560732,0.012560732,0.012560732,0.013027178,0.012560732,0.012560732,0.012560732,0.012912073,0.012560732,0.012560732,0.012560732,0.013113933,0.013806112,0.013988437
0.012529066,0.012529066,0.012529066,0.01571505,0.013778986,0.0128988,0.014015975,0.013367036,0.012529066,0.013043194,0.013303388,0.01285587,0.012529066,0.012529066,0.012761333,0.0125404475,0.012529066,0.012529066,0.012529066,0.01262863,0.012529066,0.012980989,0.012529066,0.0126057025,0.013462064,0.0137372175,0.012529066,0.012529066,0.012569971,0.012529066,0.012529066,0.012529066,0.013493888,0.013281265,0.013405059,0.0130140595,0.013641138,0.012529066,0.012529066,0.012612946,0.012874307,0.012529066,0.012529066,0.012529066,0.012529066,0.012765592,0.012529066,0.012529066,0.012529066,0.012529066,0.014897613,0.012529066,0.014863036,0.014028878,0.014005169,0.012529066,0.013078201,0.012529066,0.014016601,0.012529066,0.012704489,0.012529066,0.012529066,0.014899066,0.012529066,0.013013082,0.013333918,0.012874032,0.012529066,0.012529066,0.01294947,0.0129153095,0.013385425,0.012609875,0.013413723,0.014612852,0.012529066
0.013390855,0.012518005,0.012518005,0.013766823,0.016951742,0.012518005,0.012518005,0.012692899,0.01415333,0.012518005,0.012549371,0.013056627,0.012592181,0.012518005,0.013193652,0.012929097,0.012518005,0.012518005,0.0129971905,0.012518005,0.012518005,0.012518005,0.012518005,0.012702299,0.012518005,0.012518005,0.012518005,0.012518005,0.012813035,0.012518005,0.012518005,0.013111235,0.016119216,0.012683535,0.012872432,0.012814563,0.014696849,0.012518005,0.012518005,0.013461211,0.014339549,0.012518005,0.012518005,0.013713014,0.013406288,0.012518005,0.012518005,0.0129833575,0.012518005,0.012766013,0.014355673,0.012518005,0.013859948,0.013425221,0.012759493,0.012780728,0.012698364,0.012518005,0.01389798,0.01364957,0.012518005,0.012518005,0.012518005,0.0127526885,0.012518005,0.013287528,0.0128160175,0.012518005,0.012518005,0.012915722,0.013442278,0.013178453,0.01332993,0.012518005,0.013145771,0.012818103,0.012518005
0.013548859,0.013858759,0.012501761,0.012870689,0.012501761,0.0161949,0.014663592,0.014210636,0.012582536,0.013658703,0.014401266,0.0125158485,0.012501761,0.012501761,0.012501761,0.014000617,0.012582648,0.012663386,0.012501761,0.012501761,0.012501761,0.012501761,0.012824032,0.012501761,0.0131287435,0.014754545,0.012883134,0.012501761,0.01340191,0.013412416,0.012501761,0.012501761,0.012501761,0.012551655,0.013112397,0.012558596,0.012501761,0.012501761,0.012501761,0.012501761,0.012791207,0.012938715,0.012896537,0.012501761,0.012501761,0.012501761,0.012501761,0.012501761,0.012501761,0.012623172,0.012501761,0.014255032,0.0126016345,0.013831443,0.012501761,0.012501761,0.014185381,0.012501761,0.013299022,0.013380743,0.012510369,0.012501761,0.012501761,0.0136555005,0.014001521,0.01299421,0.012902094,0.013652557,0.013275658,0.012501761,0.012501761,0.013011076,0.012501761,0.013483398,0.013573353,0.012697629,0.012501761
0.012411281,0.014081464,0.012411281,0.013884212,0.012411281,0.014557465,0.015721306,0.013935404,0.012411281,0.013188139,0.013485453,0.012887798,0.012411281,0.012411281,0.012411281,0.013375029,0.012411281,0.012411281,0.012411281,0.013478678,0.012411281,0.012411281,0.012411281,0.012411281,0.013356794,0.014885161,0.012411281,0.012411281,0.0129957115,0.012851782,0.012411281,0.012411281,0.012411281,0.0138399135,0.013442347,0.012411281,0.012603658,0.012411281,0.012411281,0.012411281,0.012411281,0.013273478,0.012411281,0.012411281,0.012411281,0.012411281,0.012411281,0.012411281,0.012411281,0.012411281,0.013009719,0.013474137,0.013538185,0.014552268,0.012411281,0.012411281,0.013823837,0.012411281,0.014414682,0.013886099,0.013243302,0.013128748,0.012411281,0.013491793,0.0139303375,0.013308162,0.012752883,0.014303884,0.012571789,0.012411281,0.012411281,0.013138884,0.013679231,0.013397175,0.013345985,0.013125197,0.012411281
0.012993085,0.012545853,0.012545853,0.013384946,0.012721136,0.014260754,0.014086502,0.014886238,0.012545853,0.013843423,0.01424044,0.012545853,0.013100162,0.012545853,0.013038757,0.013811272,0.012545853,0.012545853,0.012545853,0.012545853,0.012545853,0.012545853,0.0132602705,0.012545853,0.013315857,0.013406805,0.012545853,0.012545853,0.0135557875,0.012545853,0.012856739,0.012545853,0.012545853,0.012955347,0.013114718,0.012708545,0.012545853,0.012545853,0.012545853,0.013030708,0.012545853,0.0128344055,0.012545853,0.012545853,0.012545853,0.012545853,0.012545853,0.012545853,0.012545853,0.012726158,0.012545853,0.013051545,0.0131299775,0.014414317,0.012545853,0.012545853,0.014772897,0.012545853,0.0133575415,0.012957571,0.012545853,0.012545853,0.012545853,0.014819567,0.0126040075,0.013680674,0.013535694,0.012545853,0.013423722,0.012561615,0.013061272,0.012545853,0.012759329,0.013972379,0.013268833,0.013754544,0.012545853
0.01540027,0.012506774,0.012506774,0.012506774,0.014140631,0.012587581,0.012506774,0.012506774,0.016914055,0.012506774,0.012506774,0.012506774,0.012506774,0.01363455,0.012506774,0.013656387,0.012506774,0.012506774,0.012506774,0.01291183,0.012506774,0.012506774,0.012617559,0.014365142,0.012506774,0.013182447,0.014286127,0.012506774,0.01265306,0.013374647,0.012506774,0.013129751,0.014610655,0.012562589,0.012506774,0.012506774,0.014022873,0.013259089,0.012544481,0.012506774,0.0147443805,0.012506774,0.014122648,0.012932263,0.0147462655,0.012506774,0.012506774,0.013293152,0.013430949,0.012506774,0.012650214,0.013407883,0.0125231,0.012506774,0.012506774,0.014191567,0.012506774,0.012506774,0.013059393,0.01383262,0.012506774,0.012506774,0.012506774,0.012506774,0.012601813,0.012506774,0.012506774,0.012506774,0.012506774,0.012506774,0.012887504,0.012821657,0.012506774,0.012506774,0.013616312,0.012506774,0.012506774
0.012651169,0.012651169,0.012651169,0.0131703075,0.012651169,0.013821937,0.013443042,0.01395963,0.012651169,0.014770996,0.014788911,0.012651169,0.013960617,0.012651169,0.012689059,0.012651169,0.013112755,0.012651169,0.012651169,0.012678398,0.012651169,0.012651169,0.013667712,0.012651169,0.013321718,0.012932929,0.012651169,0.013198367,0.013427233,0.012651169,0.013022756,0.012651169,0.012651169,0.012651169,0.012651169,0.012651169,0.012651169,0.012651169,0.01349707,0.012651169,0.012941919,0.012722468,0.012651169,0.012651169,0.012651169,0.013044375,0.013148316,0.013112947,0.012651169,0.012986667,0.012651169,0.012722682,0.013130181,0.013715851,0.013063543,0.012651169,0.013397302,0.012651169,0.012978612,0.012651169,0.012651169,0.012673494,0.012734985,0.014924292,0.012651169,0.013375255,0.012916913,0.012651169,0.012913371,0.012736726,0.012780396,0.013296995,0.012943106,0.01412907,0.012651169,0.012705128,0.012651169
